"serial" "s1gender" "ethsfr" "famsec" "s1pared" "s1expel" "s1truan" "s1weight" "s1peta2" "gcsepts" "graddsci" "satdsci" "gradfren" "satfren" "gradit" "satit" "gradphys" "satphys" "gradchem" "satchem" "gradbiol" "satbiol" "gradmath" "satmath" "gradeng" "sateng" "pcschtype"
"10155" 247429 "Male" "White" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.893857233950997 "5+ A*-C" 51.5 "B" "Yes" "A" "Yes" "E" "Yes" NA "No" NA "No" NA "No" "B" "Yes" "C" "Yes" "Comprehensive 16"
"10156" 247445 "Male" "Indian" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.46815343469216 "1-4 A*-C" 49 "D" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 16"
"10157" 247460 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.0385989813825 "5+ A*-C" 52 "Fail" "No" "D" "Yes" NA "No" "B" "Yes" "C" "Yes" "C" "Yes" "A" "Yes" "D" "Yes" "Comprehensive 16"
"10158" 247478 "Male" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.0385989813825 "5+ A*-C" 48.5 "Fail" "No" "C" "Yes" NA "No" "D" "Yes" "C" "Yes" "C" "Yes" "B" "Yes" "C" "Yes" "Comprehensive 16"
"10159" 247486 "Female" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 1.11223345725935 "1-4 A*-C" 34 "E" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "F" "Yes" "Comprehensive 16"
"10160" 247502 "Male" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.46815343469216 "1-4 A*-C" 27 "D" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "E" "Yes" "Comprehensive 16"
"10161" 247544 "Male" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 2.00882288313689 "5+ D-G" 13 "F" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "Fail" "Yes" "F" "Yes" "Comprehensive 16"
"10162" 247585 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 1.46815343469216 "1-4 A*-C" 38 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "D" "Yes" "Comprehensive 16"
"10163" 247593 "Female" "Indian" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.708530869252556 "5+ A*-C" 67 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "C" "Yes" "Comprehensive 16"
"10164" 247601 "Male" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "No truancy" 0.893857233950997 "5+ A*-C" 68 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 16"
"10165" 247619 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.893857233950997 "5+ A*-C" 77 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 16"
"10166" 247627 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "Occasional truancy" 2.00882288313689 "5+ D-G" 31 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "E" "Yes" "Comprehensive 16"
"10167" 247643 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.70969032889771 "5+ D-G" 22 "Fail" "No" "G" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "E" "Yes" "Comprehensive 16"
"10168" 247650 "Male" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.893857233950997 "5+ A*-C" 58 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 16"
"10169" 247676 "Female" "Other Asian (inc Chinese)" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 60 "Fail" "No" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 16"
"10170" 247684 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "Occasional truancy" 0.893857233950997 "5+ A*-C" 50.5 "C" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 16"
"10171" 247692 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.03331615797896 "5+ A*-C" 48 "D" "Yes" "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 16"
"10172" 247700 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 71.5 "Fail" "No" "A" "Yes" "A*" "Yes" "A" "Yes" "B" "Yes" "A" "Yes" "B" "Yes" "A" "Yes" "Comprehensive 16"
"10173" 247726 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.0385989813825 "5+ A*-C" 45.5 "D" "Yes" "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"10174" 247734 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.708530869252556 "5+ A*-C" 53 "C" "Yes" NA "No" "C" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 16"
"10175" 247783 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 66 "B" "Yes" "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Comprehensive 16"
"10176" 247817 "Male" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "No truancy" 0.893857233950997 "5+ A*-C" 63 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 16"
"10177" 247833 "Male" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "No truancy" 0.893857233950997 "5+ A*-C" 64 "B" "Yes" "B" "Yes" "A" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Comprehensive 16"
"10178" 247841 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 69 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"10179" 247858 "Male" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.0385989813825 "5+ A*-C" 49.5 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "C" "Yes" "Comprehensive 16"
"10180" 247874 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.893857233950997 "5+ A*-C" 68 "Fail" "No" "B" "Yes" NA "No" "A" "Yes" "A" "Yes" "B" "Yes" "A" "Yes" "B" "Yes" "Comprehensive 16"
"10181" 247908 "Female" "White" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 47 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "C" "Yes" "Comprehensive 16"
"10182" 247940 "Male" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.46815343469216 "1-4 A*-C" 40 "C" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 16"
"10183" 247973 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.708530869252556 "5+ A*-C" 54.5 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 16"
"10184" 247981 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.893857233950997 "5+ A*-C" 53 "Fail" "No" "C" "Yes" "D" "Yes" "C" "Yes" "C" "Yes" "C" "Yes" "B" "Yes" "C" "Yes" "Comprehensive 16"
"10185" 247999 "Male" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.0385989813825 "5+ A*-C" 38 "C" "Yes" "D" "Yes" "E" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"10186" 248005 "Male" "White" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.0385989813825 "5+ A*-C" 49 "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 16"
"10187" 248013 "Female" "White" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 54 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 16"
"10188" 248021 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 1.11223345725935 "1-4 A*-C" 38.5 "E" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 16"
"10189" 248047 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 2.00882288313689 "5+ D-G" 19 "E" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "G" "Yes" "F" "Yes" "Comprehensive 16"
"10190" 248062 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.11223345725935 "1-4 A*-C" 36 "E" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 16"
"10191" 248096 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.708530869252556 "5+ A*-C" 53.5 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 16"
"10192" 248120 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 87 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "Comprehensive 16"
"10193" 248138 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 51 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "D" "Yes" "Comprehensive 16"
"10194" 248146 "Female" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.64647460470774 "1-4 A*-C" 29 "E" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "E" "Yes" "Comprehensive 16"
"10195" 248179 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 2.04590964732174 "5+ D-G" 15 "G" "Yes" "G" "Yes" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "F" "Yes" "Comprehensive 18"
"10196" 248187 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.1384513132444 "5+ A*-C" 63 "B" "Yes" "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "Comprehensive 18"
"10197" 248237 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 2.04590964732174 "5+ D-G" 34 "D" "Yes" "F" "Yes" "E" "Yes" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 18"
"10198" 248245 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 72 "Fail" "No" "A" "Yes" "B" "Yes" "A" "Yes" "A" "Yes" "A" "Yes" "A" "Yes" "A" "Yes" "Comprehensive 18"
"10199" 248328 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 64 "Fail" "No" "C" "Yes" NA "No" "B" "Yes" "C" "Yes" "B" "Yes" "A" "Yes" "B" "Yes" "Comprehensive 18"
"10200" 248336 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 50 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"10201" 248351 "Male" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "No truancy" 2.04590964732174 "5+ D-G" 33 "E" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 18"
"10202" 248369 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.1384513132444 "5+ A*-C" 63 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"10203" 248393 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 53 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"10204" 248401 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 1.64647460470774 "1-4 A*-C" 30 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "E" "Yes" "Comprehensive 18"
"10205" 248443 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 69 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A*" "Yes" "Comprehensive 18"
"10206" 248450 "Female" "White" "Other" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.64647460470774 "1-4 A*-C" 26 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "C" "Yes" "Comprehensive 18"
"10207" 248468 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 59 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "B" "Yes" "Comprehensive 18"
"10208" 248476 "Female" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 55.5 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"10209" 248484 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.917524929520281 "5+ A*-C" 54 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"10210" 248518 "Female" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "Persistant truancy" 1.64647460470774 "1-4 A*-C" 46 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"10211" 248534 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 72 "A" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"10212" 248542 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.64647460470774 "1-4 A*-C" 36.5 "Fail" "No" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 18"
"10213" 248559 "Male" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 53 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "C" "Yes" "Comprehensive 18"
"10214" 248575 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.80481134149458 "1-4 A*-C" 40 "D" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "D" "Yes" "Comprehensive 18"
"10215" 248625 "Male" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "No truancy" 2.04590964732174 "5+ D-G" 28 "F" "Yes" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 18"
"10216" 248641 "Male" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "No truancy" 2.04590964732174 "5+ D-G" 17.5 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "F" "Yes" "Comprehensive 18"
"10217" 248666 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 69.5 "Fail" "No" "A*" "Yes" NA "No" "A" "Yes" "A" "Yes" "B" "Yes" "B" "Yes" "A" "Yes" "Comprehensive 18"
"10218" 248682 "Male" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "No truancy" 2.04590964732174 "5+ D-G" 20 "Fail" "No" NA "No" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "E" "Yes" "Comprehensive 18"
"10219" 248690 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.1384513132444 "5+ A*-C" 51.5 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"10220" 248716 "Male" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 1.33232922330897 "5+ A*-C" 45 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"10221" 248732 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "Persistant truancy" 1.90359707138164 "5+ D-G" 25 "E" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "D" "Yes" "Comprehensive 18"
"10222" 248740 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 58.5 "Fail" "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "C" "Yes" "B" "Yes" "A" "Yes" "Comprehensive 18"
"10223" 248765 "Female" "White" "Other" "At least one parent with degree" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 61.5 "Fail" "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "B" "Yes" "B" "Yes" "B" "Yes" "Comprehensive 18"
"10224" 248799 "Male" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 63.5 "A" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"10225" 248815 "Male" "White" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 64 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"10226" 248864 "Male" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.33232922330897 "5+ A*-C" 54.5 "D" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"10227" 248880 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 57 "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "D" "Yes" "Comprehensive 18"
"10228" 248906 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 67.5 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "D" "Yes" "Comprehensive 18"
"10229" 248914 "Male" "White" "Intermediate occupations" "At least one parent with degree" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 72 "Fail" "No" NA "No" NA "No" "A" "Yes" "B" "Yes" "B" "Yes" "A*" "Yes" "A" "Yes" "Comprehensive 18"
"10230" 248922 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 60 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"10231" 248930 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 95.5 "Fail" "No" NA "No" NA "No" "A" "Yes" "A" "Yes" "A" "Yes" "A" "Yes" "A" "Yes" "Comprehensive 18"
"10232" 248948 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 75 "B" "Yes" "B" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"10233" 248971 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 55 "C" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"10234" 249003 "Female" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.64647460470774 "1-4 A*-C" 32.5 "E" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 18"
"10235" 249011 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 58 "Fail" "No" NA "No" NA "No" "B" "Yes" "C" "Yes" "C" "Yes" "C" "Yes" "D" "Yes" "Comprehensive 18"
"10236" 249037 "Female" "White" "Large employers and higher professionals" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.917524929520281 "5+ A*-C" 61 "B" "Yes" "A" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"10237" 249052 "Male" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.33232922330897 "5+ A*-C" 46.5 "C" "Yes" "D" "Yes" "D" "Yes" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"10238" 249086 "Male" "White" "Other" "Neither parent with A-level" "Not excluded" "Occasional truancy" 2.04590964732174 "5+ D-G" 26.5 "E" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "E" "Yes" "Comprehensive 18"
"10239" 249110 "Female" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.42419614940262 "5+ A*-C" 47.5 "D" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"10240" 249144 "Male" "White" "Lower professional and higher technical occupations" "At least one parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 59.5 "B" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"10241" 249151 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 50.5 "C" "Yes" "E" "Yes" "B" "Yes" NA "No" NA "No" NA "No" "B" "Yes" "B" "Yes" "Comprehensive 18"
"10242" 249169 "Female" "White" "Intermediate occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 1.42419614940262 "5+ A*-C" 42 "C" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"10243" 249177 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.64647460470774 "1-4 A*-C" 38.5 "E" "Yes" "E" "Yes" "E" "Yes" NA "No" NA "No" NA "No" "E" "Yes" "C" "Yes" "Comprehensive 18"
"10244" 249250 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 70.5 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"10245" 249284 "Male" "White" "Large employers and higher professionals" "At least one parent with degree" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 61 "A" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "A" "Yes" "C" "Yes" "Comprehensive 18"
"10246" 249300 "Male" "White" "Lower professional and higher technical occupations" "Neither parent with A-level" "Not excluded" "No truancy" 1.1384513132444 "5+ A*-C" 47.5 "C" "Yes" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"10247" 249334 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.917524929520281 "5+ A*-C" 59 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "A" "Yes" "Comprehensive 18"
"10248" 249417 "Female" "White" "Lower supervisory occupations" "At least one parent with A-level" "Not excluded" "Occasional truancy" 0.42425628676955 "5+ A*-C" 84 "B" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "B" "Yes" "A" "Yes" "Comprehensive 18"
"10249" 249425 "Female" "White" "Large employers and higher professionals" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.761316864075713 "1-4 A*-C" 38.5 "Fail" "No" "D" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "D" "Yes" "Comprehensive 18"
"10250" 249433 "Female" "White" "Semi routine and routine occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.88020826358584 "5+ D-G" 16.5 "G" "Yes" "G" "Yes" NA "No" NA "No" NA "No" NA "No" "F" "Yes" "E" "Yes" "Comprehensive 18"
"10251" 249474 "Female" NA "Other" "Neither parent with A-level" "Suspended" "No truancy" 0.761316864075713 "1-4 A*-C" 33.5 "E" "Yes" "F" "Yes" NA "No" NA "No" NA "No" NA "No" "E" "Yes" "D" "Yes" "Comprehensive 18"
"10252" 249540 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.42425628676955 "5+ A*-C" 72 "C" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "B" "Yes" "Comprehensive 18"
"10253" 249565 "Female" "Other ethnic group(inc mixed)" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Occasional truancy" 0.658537060451272 "5+ A*-C" 51 "Fail" "No" "E" "Yes" NA "No" NA "No" NA "No" NA "No" "D" "Yes" "C" "Yes" "Comprehensive 18"
"10254" 249581 "Female" "White" "Intermediate occupations" "Neither parent with A-level" "Not excluded" "No truancy" 0.42425628676955 "5+ A*-C" 74.5 "A" "Yes" "C" "Yes" NA "No" NA "No" NA "No" NA "No" "C" "Yes" "C" "Yes" "Comprehensive 18"
"10255" 249599 "Male" "White" "Lower supervisory occupations" "Neither parent with A-level" "Not excluded" "Persistant truancy" 0.94601247564199 "1-4 D-G" 4.5 "G" "Yes" NA "No" NA "No" NA "No" NA "No" NA "No" NA "No" NA "No" "Comprehensive 18"
