WaterbodyName,Years,SampleDate,Alkalinity-total (as CaCO3),Ammonia-Total (as N),BOD - 5 days (Total),Chloride,Conductivity @25°C,Dissolved Oxygen,ortho-Phosphate (as P) - unspecified,pH,Temperature,Total Hardness (as CaCO3),True Colour,CCME_Values,CCME_WQI,WAWQI_Values,WAWQI,Horton_values,Horton WQI,Brown_values,Brown WQI,SRDD_values,SRDD WQI
DRIPSEY_010,2017,Nov,17.0,0.033,1.2,11.3,69.0,54.2,0.027,7.4,6.7,20.0,135.0,71.440162555845,Fair,52.91352470885851,Fair,31.24545454545455,Moderate,97.49439639,Excellent,96.089841782256,Excellent
DRIPSEY_010,2018,Feb,127.0,0.033,1.2,14.1,68.0,55.25,0.02,7.3,6.0,17.0,98.0,73.51062771625683,Fair,65.91835396631046,Good,41.75454545454546,Moderate,88.90457499,Good,92.159686396864,Excellent
DRIPSEY_010,2018,Apr,18.0,0.033,1.2,11.5,69.0,56.3,0.019,7.5,8.4,25.0,118.0,72.11948771797927,Fair,67.54112894977236,Good,32.154545454545456,Moderate,97.35955079,Excellent,95.930307046896,Excellent
DRIPSEY_010,2018,Jun,29.0,0.033,1.2,11.8,90.0,52.2,0.041,7.4,14.2,31.0,124.0,72.37226859162931,Fair,27.866918734128262,Moderate,33.56363636363637,Moderate,96.53673719,Excellent,95.245315085424,Excellent
DRIPSEY_010,2018,Sep,32.0,0.033,1.0,11.9,101.0,54.55,0.059,7.0,12.6,33.0,153.0,67.48614950620991,Fair,-4.3061066736591584,Unsuitable,35.554545454545455,Moderate,96.26498679,Excellent,94.544187850176,Excellent
DRIPSEY_010,2018,Nov,127.0,0.033,1.0,10.4,53.0,55.45,0.027,5.8,9.7,15.0,219.0,67.1719136075676,Fair,52.37821843036342,Fair,39.581818181818186,Moderate,88.96847039,Good,91.29919911705599,Excellent
DRIPSEY_010,2019,Feb,12.0,0.033,1.2,11.1,67.0,54.6,0.016,6.9,8.0,22.0,130.0,71.66825771485303,Fair,72.73305167589912,Good,30.55454545454546,Poor,97.87618819,Excellent,96.274621344624,Excellent
DRIPSEY_010,2019,Apr,23.0,0.033,1.2,11.5,84.0,55.65,0.017,6.8,10.3,27.0,63.0,75.8275784718253,Fair,71.79911193692607,Good,33.481818181818184,Moderate,96.97868039,Excellent,95.99827181337601,Excellent
DRIPSEY_010,2019,Jun,29.0,0.033,1.2,11.8,96.0,53.35,0.031,7.0,12.4,33.0,74.0,75.45087686340514,Fair,46.44935840537579,Fair,34.38181818181818,Moderate,96.51515719,Excellent,95.534622435264,Excellent
DRIPSEY_010,2019,Sep,26.0,0.083,1.2,14.4,89.0,56.15,0.059,7.2,14.0,29.0,173.0,66.3771682761849,Fair,-5.3326567289143725,Unsuitable,34.800000000000004,Moderate,96.65106829,Excellent,94.584289099776,Excellent
DRIPSEY_010,2019,Nov,10.0,0.026,1.4,11.4,56.0,55.85,0.015,6.2,6.4,17.0,212.0,67.42820350247842,Fair,73.95872780912204,Good,29.6,Poor,98.03811378,Excellent,95.902889646576,Excellent
DRIPSEY_010,2020,Feb,13.0,0.029,1.2,14.0,76.0,56.8,0.013,6.7,4.3,23.0,88.0,73.90717389160201,Fair,78.85404907140216,Good,32.45454545454545,Moderate,97.73457147,Excellent,96.297254240496,Excellent
DRIPSEY_010,2020,Jun,31.0,0.033,1.2,12.8,103.0,55.1,0.037,7.6,14.0,34.0,103.0,73.21696715587858,Fair,35.448496983206496,Moderate,36.14545454545455,Moderate,96.31071239,Excellent,94.819405207536,Excellent
DRIPSEY_010,2020,Sep,22.0,0.033,1.2,11.1,75.0,52.9,0.022,7.3,12.8,24.0,204.0,68.10784764141775,Fair,60.97285117130653,Good,31.718181818181815,Moderate,97.11087739,Excellent,95.153080728816,Excellent
DRIPSEY_010,2020,Nov,127.0,0.033,1.5,8.22,40.0,55.8,0.023,6.0,10.6,13.0,217.0,67.21959734384666,Fair,59.510758754388284,Unsuitable,38.40181818181818,Moderate,88.98033579,Good,91.60507324,Excellent
DRIPSEY_010,2021,Feb,127.0,0.033,1.2,10.7,308.0,56.45,0.011,6.8,5.7,12.0,119.0,72.03852198783952,Fair,81.93979020334316,Excellent,63.51818181818182,Fair,88.94962719,Good,85.731370116544,Good
DRIPSEY_010,2021,Apr,127.0,0.033,1.8,11.4,97.0,58.15,0.02,7.4,8.5,30.0,44.0,76.77265702510353,Fair,66.71643287424462,Good,45.23636363636364,Moderate,88.81535899,Good,91.538556771264,Excellent
DRIPSEY_010,2021,Jun,127.0,0.031,1.2,12.2,97.0,52.8,0.025,7.3,10.9,30.0,126.0,72.1638181820372,Fair,56.50325594525556,Fair,43.32727272727272,Moderate,88.90732593,Good,91.08994215921601,Excellent
DRIPSEY_010,2021,Sep,127.0,0.023,1.2,11.1,100.0,53.95,0.033,7.0,13.8,32.0,75.0,75.27399884928013,Fair,43.08526030769813,Fair,43.809090909090905,Moderate,88.90065929000001,Good,91.4324368384,Excellent
DRIPSEY_010,2021,Nov,127.0,0.033,1.2,9.5,88.0,53.2,0.018,7.3,9.6,26.0,163.0,70.05865343882957,Fair,68.5861502884759,Good,42.40909090909091,Moderate,88.94657659,Good,91.0351256604,Excellent
DRIPSEY_010,2022,Feb,127.0,0.033,1.8,12.2,67.0,54.6,0.016,6.7,9.3,19.0,161.0,69.9811154684393,Fair,72.38456434918645,Good,41.03636363636364,Moderate,88.91651218999999,Good,91.456515290224,Excellent
DRIPSEY_010,2022,Apr,127.0,0.033,1.1,13.5,88.0,54.25,0.02,7.2,9.8,25.0,67.0,75.79139297867816,Fair,66.1988647182639,Good,43.11818181818182,Moderate,88.89497599,Good,91.934649918064,Excellent
DRIPSEY_010,2022,Jun,127.0,0.033,1.2,11.5,102.0,55.95,0.037,7.3,14.7,32.0,79.0,74.65037389307307,Fair,35.833560246791436,Moderate,44.86363636363637,Moderate,88.85409239,Good,91.045590118336,Excellent
DRIPSEY_010,2022,Sep,127.0,0.024,1.3,12.4,88.0,56.95,0.033,6.8,12.5,29.0,134.0,71.11091446649746,Fair,42.697382323948844,Fair,43.85454545454546,Moderate,88.85175832,Good,90.758691837696,Excellent
DRIPSEY_010,2022,Nov,127.0,0.045,2.5,11.4,66.0,53.35,0.016,6.6,10.6,19.0,167.0,69.83360619757303,Fair,71.98443787913665,Good,40.38181818181818,Moderate,88.91783155,Good,91.472034808176,Excellent
DRIPSEY_020,2009,Feb,44.0,0.033,0.1,16.4,356.0,51.6,0.019,7.6,6.7,66.0,27.0,79.45482001178274,Fair,68.17508230752105,Good,59.381818181818176,Fair,95.20795979,Excellent,89.539639874496,Good
DRIPSEY_020,2009,Apr,38.0,0.033,1.4,15.4,356.0,57.15,0.019,7.7,10.9,51.0,100.0,73.08367789116465,Fair,67.75234375491571,Good,60.8,Fair,95.62858879,Excellent,88.251229188096,Good
DRIPSEY_020,2009,May,34.0,0.033,0.7,14.3,356.0,54.25,0.019,7.7,12.2,44.0,47.0,77.29066382727194,Fair,68.1301321174625,Good,59.281818181818174,Fair,96.04490979,Excellent,89.71420170609599,Good
DRIPSEY_020,2009,May,52.0,0.033,1.1,2.7,356.0,54.4,0.019,7.7,10.3,56.0,99.0,73.5828045289372,Fair,67.54297510956732,Good,59.91818181818181,Fair,94.70485179,Excellent,88.311478352896,Good
DRIPSEY_020,2009,Jul,30.0,0.033,0.7,12.0,356.0,46.2,0.019,7.4,14.4,45.0,133.0,72.73573901039106,Fair,66.54542233045022,Good,55.67272727272727,Fair,96.50431379,Excellent,89.76481223449599,Good
DRIPSEY_020,2009,Jul,42.0,0.033,0.4,16.1,356.0,52.75,0.019,7.8,14.8,62.0,55.0,76.96307144445989,Fair,67.90394176629047,Good,59.66363636363637,Fair,95.35514879,Excellent,88.85877072889599,Good
DRIPSEY_020,2009,Aug,30.0,0.033,1.3,13.1,356.0,54.95,0.019,7.4,14.9,36.0,203.0,67.9221851693267,Fair,66.47786464648127,Good,58.95454545454547,Fair,96.37959179,Excellent,87.831428230896,Good
DRIPSEY_020,2009,Aug,48.0,0.033,0.5,17.3,356.0,46.65,0.019,7.7,15.0,61.0,28.0,80.43668711228098,Good,67.70319959444399,Good,58.063636363636355,Fair,94.97304379,Excellent,89.585515786096,Good
DRIPSEY_020,2009,Oct,50.0,0.033,0.8,16.5,356.0,54.75,0.019,7.5,12.6,65.0,46.0,77.27125775987955,Fair,68.21222357803782,Good,61.04545454545455,Fair,94.67726879,Excellent,88.31284585209599,Good
DRIPSEY_020,2009,Oct,50.0,0.033,0.2,15.9,356.0,41.05,0.019,7.7,11.8,65.0,24.0,82.05111458733033,Good,67.28947211060381,Good,56.08181818181817,Fair,94.91062679,Excellent,90.301459394496,Excellent
DRIPSEY_020,2010,Feb,46.0,0.033,1.1,12.7,356.0,54.85,0.019,7.6,6.4,49.0,24.0,79.02335726000638,Fair,68.44057526346052,Good,60.40909090909091,Fair,95.08908579,Excellent,89.484585408496,Good
DRIPSEY_020,2010,May,38.0,0.033,0.9,15.4,356.0,59.6,0.019,7.8,13.0,57.0,15.0,80.87847321306698,Good,68.90916894150436,Good,61.72727272727273,Fair,95.57620379,Excellent,88.933413084096,Good
DRIPSEY_020,2010,May,52.0,0.033,1.1,16.3,356.0,60.9,0.019,7.8,12.4,64.0,25.0,77.71201713830563,Fair,68.89661212963956,Good,63.554545454545455,Fair,94.42177979,Excellent,87.695002408896,Good
DRIPSEY_020,2010,Aug,50.0,0.033,1.1,15.4,356.0,56.6,0.019,7.9,15.5,72.0,37.0,77.61332413247244,Fair,68.37767014892643,Good,61.76363636363636,Fair,94.61792579,Excellent,87.907355407296,Good
DRIPSEY_020,2010,Sep,32.0,0.033,1.6,13.1,356.0,54.2,0.019,7.4,11.4,35.0,137.0,71.32731475718519,Fair,67.13978095683261,Good,58.863636363636374,Fair,96.23276279,Excellent,88.848754934896,Good
DRIPSEY_020,2010,Sep,52.0,0.033,1.0,15.5,356.0,54.05,0.019,7.6,15.2,66.0,44.0,77.56413770866641,Fair,68.14552488320815,Good,60.91818181818182,Fair,94.53240679,Excellent,88.197697039296,Good
DRIPSEY_020,2011,Apr,30.0,0.033,1.0,12.2,356.0,62.85,0.019,7.6,9.6,50.0,28.0,77.09736829979008,Fair,69.07604846030644,Good,61.81818181818182,Fair,96.21253679,Excellent,89.212401335296,Good
DRIPSEY_020,2012,Jan,32.0,0.033,0.4,12.4,356.0,54.8,0.019,7.5,8.0,44.0,79.0,74.84737424156842,Fair,67.87374904070323,Good,59.05454545454545,Fair,96.22275279,Excellent,89.629358758896,Good
DRIPSEY_020,2012,Jan,46.0,0.033,0.6,13.5,356.0,55.3,0.019,7.6,8.3,51.0,60.0,76.11024195706639,Fair,68.09770720685805,Good,60.64545454545455,Fair,95.07751279,Excellent,88.860773347696,Good
DRIPSEY_020,2012,Oct,36.0,0.033,1.1,13.6,356.0,53.15,0.019,7.7,11.8,49.0,75.0,75.41537280173475,Fair,67.706416679016,Good,59.0,Fair,95.88203579,Excellent,89.282574032496,Good
DRIPSEY_020,2012,Oct,50.0,0.033,0.6,15.2,356.0,52.9,0.019,7.8,12.2,59.0,49.0,77.39770155331455,Fair,67.97590842717752,Good,60.36363636363637,Fair,94.74827079,Excellent,88.673086659696,Good
DRIPSEY_020,2014,Mar,60.0,0.022,1.0,16.6,356.0,54.85,0.019,7.534,7.9,152.0,17.0,82.00047586682295,Good,68.71773527149364,Good,62.01236363636363,Fair,93.52459198,Excellent,86.462545468416,Good
DRIPSEY_020,2014,Mar,66.0,0.025,0.8,18.8,356.0,55.55,0.019,7.633,7.9,152.0,15.0,81.83141836561724,Good,68.73527581036822,Good,63.04836363636364,Fair,93.02516179,Excellent,85.952900781084,Good
DRIPSEY_020,2014,Apr,23.0,0.041,1.0,14.4,356.0,56.05,0.019,7.641,9.6,152.0,39.0,77.56413770866641,Fair,68.21740725445456,Good,58.923999999999985,Fair,96.39205451,Excellent,88.110730521276,Good
DRIPSEY_020,2014,Apr,30.0,0.217,2.0,15.7,356.0,54.95,0.019,7.791,9.7,152.0,37.0,77.94063177243666,Fair,64.93121856367915,Good,59.333090909090906,Fair,95.68628179,Excellent,87.690469851964,Good
DRIPSEY_020,2014,Jun,30.0,0.01,1.8,14.2,356.0,54.35,0.019,7.6,11.9,152.0,112.0,72.77405220982479,Fair,67.78226161341654,Good,58.90909090909091,Fair,95.8794581,Excellent,86.728755007216,Good
DRIPSEY_020,2014,Jun,42.0,0.045,2.8,15.5,356.0,55.45,0.019,7.8,12.6,152.0,91.0,73.93173952482088,Fair,67.40067866999438,Good,60.59090909090909,Fair,94.85956515,Excellent,85.954055124736,Good
DRIPSEY_020,2014,Aug,46.0,0.0,0.9,16.3,356.0,52.7,0.019,7.8,14.6,152.0,14.0,82.52794221692633,Good,68.91358528548716,Good,60.02727272727273,Fair,94.6665188,Excellent,87.297533341296,Good
DRIPSEY_020,2014,Aug,48.0,0.0,2.6,18.6,356.0,52.35,0.019,8.0,16.6,152.0,16.0,82.61499476020677,Good,68.74657898825812,Good,60.36363636363637,Fair,94.4453178,Excellent,86.803839446896,Good
DRIPSEY_020,2015,Apr,58.0,0.028,0.8,16.1,356.0,60.5,0.019,8.1,11.7,152.0,11.0,80.67241180152529,Good,69.05527871121335,Good,64.04545454545455,Fair,93.59205664,Excellent,85.710934712256,Good
DRIPSEY_020,2015,Jun,44.0,0.026,0.7,15.5,356.0,57.75,0.019,7.9,15.1,152.0,18.0,81.30850133818439,Good,68.82168869027716,Good,61.64545454545455,Fair,94.73603958,Excellent,86.719339898304,Good
DRIPSEY_020,2016,Feb,25.0,0.076,1.2,16.6,145.0,57.0,0.02,7.2,7.3,46.0,23.0,78.66058760306055,Fair,66.15928071550479,Good,40.30909090909091,Moderate,96.62812628,Excellent,94.792147386816,Excellent
DRIPSEY_020,2016,Feb,38.0,0.13,1.0,17.0,171.0,57.1,0.03,7.7,7.2,55.0,20.0,81.46168300034421,Good,47.29773061273849,Fair,44.10909090909091,Moderate,95.5295479,Excellent,93.64254204,Excellent
DRIPSEY_020,2016,Apr,28.0,0.033,1.2,14.1,141.0,55.45,0.016,7.4,10.6,34.0,25.0,78.8154290127867,Fair,73.875382631116,Good,39.5,Moderate,96.52882619,Excellent,94.991248575424,Excellent
DRIPSEY_020,2016,Apr,38.0,0.031,1.2,15.1,167.0,56.05,0.027,7.6,10.5,61.0,25.0,78.69147987315462,Fair,54.282926112296686,Fair,43.15454545454545,Moderate,95.61288233,Excellent,93.635036139456,Excellent
DRIPSEY_020,2016,Jun,33.0,0.033,1.2,14.1,146.0,53.5,0.012,7.7,18.0,47.0,34.0,78.47603440367016,Fair,80.6870092546604,Excellent,39.80909090909091,Moderate,96.11021939,Excellent,94.38455982513601,Excellent
DRIPSEY_020,2016,Jun,41.0,0.02,1.2,15.3,177.0,55.85,0.027,7.8,16.6,61.0,21.0,79.0651439922702,Fair,54.46456205459695,Fair,44.35454545454546,Moderate,95.386084,Excellent,93.153634698864,Excellent
DRIPSEY_020,2016,Sep,34.0,0.033,1.2,14.3,142.0,52.65,0.029,7.5,16.5,46.0,64.0,76.30397783885465,Fair,49.971884392157826,Fair,39.17272727272727,Moderate,96.04867879,Excellent,94.277723631616,Excellent
DRIPSEY_020,2016,Sep,46.0,0.033,1.2,15.7,169.0,52.0,0.045,7.7,17.5,67.0,44.0,77.97061764762647,Fair,21.535179678190204,Moderate,42.68181818181818,Moderate,95.01608799,Excellent,93.106455690864,Excellent
DRIPSEY_020,2016,Nov,34.0,0.033,1.2,15.8,155.0,55.9,0.016,7.3,4.7,52.0,53.0,76.51826995291412,Fair,73.6208260125341,Good,41.599999999999994,Moderate,95.96092219,Excellent,94.079907600624,Excellent
DRIPSEY_020,2016,Nov,41.0,0.033,1.2,16.5,184.0,57.2,0.024,7.6,3.9,62.0,23.0,78.61945713301316,Fair,59.725802801146585,Unsuitable,45.518181818181816,Moderate,95.34196579,Excellent,93.222370921456,Excellent
DRIPSEY_020,2017,Feb,33.0,0.034,1.2,15.7,158.0,55.35,0.022,7.6,7.4,50.0,16.0,81.87958759771442,Good,63.200483937909176,Good,41.68181818181818,Moderate,96.05240142,Excellent,94.391230895344,Excellent
DRIPSEY_020,2017,Feb,41.0,0.041,1.2,16.7,189.0,55.4,0.036,7.7,7.2,65.0,14.0,81.8675353407095,Good,38.088068302998145,Moderate,45.37272727272727,Moderate,95.34620843,Excellent,93.21407919960001,Excellent
DRIPSEY_020,2017,Apr,32.0,0.02,1.2,14.7,159.0,57.4,0.019,7.6,9.6,53.0,11.0,81.39084751902887,Good,69.03310056925038,Good,42.33636363636363,Moderate,96.1068564,Excellent,94.205426675136,Excellent
DRIPSEY_020,2017,Apr,39.0,0.023,1.2,15.8,184.0,59.55,0.014,7.8,9.9,62.0,11.0,80.88998092088005,Good,78.04665615212629,Good,46.199999999999996,Moderate,95.47417149,Excellent,93.025710571456,Excellent
DRIPSEY_020,2017,Jun,38.0,0.033,1.2,14.7,157.0,57.4,0.029,7.7,17.0,51.0,19.0,81.39084751902887,Good,50.83608004254146,Fair,42.736363636363635,Moderate,95.63564879,Excellent,93.731846837616,Excellent
DRIPSEY_020,2017,Jun,44.0,0.021,1.2,15.6,177.0,57.4,0.041,7.7,18.0,59.0,15.0,81.39084751902887,Good,29.67046594419928,Moderate,45.18181818181818,Moderate,95.13286483,Excellent,92.9298253596,Excellent
DRIPSEY_020,2017,Sep,31.0,0.033,1.2,13.8,133.0,54.1,0.024,7.6,13.1,45.0,101.0,73.50262619853548,Fair,58.59159435533477,Fair,38.6,Moderate,96.26916779,Excellent,94.203520022256,Excellent
DRIPSEY_020,2017,Sep,45.0,0.033,1.2,15.7,172.0,53.45,0.043,7.6,14.4,60.0,81.0,74.94232220944333,Fair,24.836958513537354,Moderate,43.35454545454545,Moderate,95.10318959,Excellent,92.7733657024,Excellent
DRIPSEY_020,2017,Nov,29.0,0.029,1.2,15.5,156.0,54.2,0.028,7.7,8.0,46.0,33.0,78.41482220632008,Fair,52.27379796964332,Fair,40.73636363636364,Moderate,96.40327847,Excellent,94.553508252016,Excellent
DRIPSEY_020,2017,Nov,37.0,0.022,1.2,16.4,174.0,54.95,0.027,7.8,6.8,59.0,25.0,78.91918329909296,Fair,54.31572703485157,Fair,43.49090909090909,Moderate,95.70812606,Excellent,93.7190618076,Excellent
DRIPSEY_020,2018,Feb,29.0,0.25,1.2,16.9,157.0,55.85,0.043,7.4,7.8,50.0,35.0,77.92066254315677,Fair,21.72477923041872,Moderate,41.445454545454545,Moderate,96.1751381,Excellent,94.297245854064,Excellent
DRIPSEY_020,2018,Feb,43.0,0.21,1.2,18.5,191.0,56.35,0.053,7.5,7.6,65.0,27.0,74.74091093571437,Fair,4.696133418305237,Poor,46.17272727272727,Moderate,95.0255749,Excellent,92.796981383664,Excellent
DRIPSEY_020,2018,Apr,34.0,0.033,1.2,15.1,159.0,56.2,0.01,7.5,12.2,54.0,47.0,76.91530940818774,Fair,84.38080447826997,Excellent,42.08181818181818,Moderate,95.95245499,Excellent,93.785569248624,Excellent
DRIPSEY_020,2018,Apr,41.0,0.033,1.2,15.9,184.0,55.75,0.014,7.7,12.1,69.0,28.0,78.50669784942073,Fair,77.37353369361324,Good,44.97272727272727,Moderate,95.33922579,Excellent,92.947746150336,Excellent
DRIPSEY_020,2018,Jun,39.0,0.033,1.2,15.8,170.0,53.9,0.021,8.0,14.5,57.0,16.0,82.2320049435941,Good,64.79901025502667,Good,42.945454545454545,Moderate,95.57268119,Excellent,93.702088529904,Excellent
DRIPSEY_020,2018,Jun,45.0,0.033,1.2,16.4,190.0,56.1,0.039,7.9,15.2,65.0,16.0,81.69949880224584,Good,32.86869582259797,Moderate,46.12727272727273,Moderate,95.03010479,Excellent,92.670483393136,Excellent
DRIPSEY_020,2018,Sep,39.0,0.033,1.2,15.6,170.0,54.8,0.019,7.2,12.5,58.0,17.0,82.01260134052976,Good,68.58580902242909,Good,42.96363636363636,Moderate,95.56475679,Excellent,93.734250090096,Excellent
DRIPSEY_020,2018,Sep,46.0,0.026,1.2,17.0,191.0,57.55,0.036,7.6,12.6,67.0,16.0,81.35551743656058,Good,38.5294331077429,Moderate,46.78181818181818,Moderate,94.92366998,Excellent,92.52579079,Excellent
DRIPSEY_020,2018,Nov,10.0,0.026,1.2,15.0,122.0,56.05,0.024,6.8,10.5,37.0,113.0,72.45487544471628,Fair,58.903150604824965,Fair,36.21818181818182,Moderate,97.90793558,Excellent,95.125601497584,Excellent
DRIPSEY_020,2018,Nov,31.0,0.03,1.2,17.6,171.0,55.45,0.041,7.0,11.1,57.0,93.0,73.80110818978653,Fair,28.61288248431208,Moderate,42.67272727272727,Moderate,96.1626731,Excellent,93.219246495856,Excellent
DRIPSEY_020,2019,Feb,35.0,0.038,1.2,16.5,184.0,56.3,0.02,7.7,9.1,64.0,22.0,78.88801287770292,Fair,66.69020317500008,Good,44.68181818181818,Moderate,95.80874714,Excellent,93.363111121344,Excellent
DRIPSEY_020,2019,Apr,43.0,0.033,1.2,16.6,187.0,56.25,0.012,6.9,11.4,65.0,11.0,81.66365922567783,Good,81.3266792708049,Excellent,45.38181818181818,Moderate,95.19365139,Excellent,93.071565275136,Excellent
DRIPSEY_020,2019,Jun,41.0,0.024,1.2,16.6,189.0,52.8,0.025,7.0,13.4,70.0,12.0,82.50313144540051,Good,57.95724143046007,Fair,44.16363636363636,Moderate,95.38603172,Excellent,93.276931819456,Excellent
DRIPSEY_020,2019,Sep,40.0,0.051,2.1,16.8,168.0,56.65,0.033,7.4,14.8,57.0,23.0,78.73272873208394,Fair,43.28269721938817,Fair,43.72727272727273,Moderate,95.40886113,Excellent,93.32358481662399,Excellent
DRIPSEY_020,2019,Nov,37.0,0.025,1.2,15.7,168.0,56.5,0.028,7.3,7.1,60.0,64.0,75.6024891553352,Fair,52.266735689591144,Fair,43.26363636363636,Moderate,95.68960635,Excellent,93.345024083824,Excellent
DRIPSEY_020,2020,Feb,38.0,0.021,1.2,18.2,185.0,56.3,0.022,7.2,5.2,64.0,24.0,78.7224101817061,Fair,63.49737217917637,Good,45.018181818181816,Moderate,95.57564303,Excellent,93.313493554416,Excellent
DRIPSEY_020,2020,Jun,45.0,0.051,1.2,16.6,187.0,55.2,0.044,7.7,11.6,66.0,19.0,81.91578421406355,Good,23.552212425211877,Moderate,45.47272727272727,Moderate,95.02576833,Excellent,92.901164475504,Excellent
DRIPSEY_020,2020,Sep,40.0,0.033,1.2,16.4,178.0,52.3,0.028,7.3,14.6,63.0,29.0,79.13843137728769,Fair,52.15323396755468,Fair,42.981818181818184,Moderate,95.49365659,Excellent,93.4647167836,Excellent
DRIPSEY_020,2020,Nov,33.0,0.033,2.6,12.0,115.0,56.4,0.094,7.0,11.7,38.0,130.0,67.69746359695921,Fair,-66.44470565425999,Unsuitable,37.6,Moderate,96.09165979,Excellent,94.136105283696,Excellent
DRIPSEY_020,2021,Feb,36.0,0.033,1.6,15.5,161.0,56.7,0.032,7.0,7.1,51.0,44.0,77.04930978505146,Fair,45.26326551473469,Fair,42.481818181818184,Moderate,95.79133139,Excellent,93.850334058096,Excellent
DRIPSEY_020,2021,Apr,45.0,0.027,1.9,15.9,185.0,64.0,0.011,7.7,10.0,64.0,11.0,79.89010937214368,Fair,83.69334555560349,Excellent,48.42727272727272,Moderate,94.90834201,Excellent,92.221969856256,Excellent
DRIPSEY_020,2021,Jun,46.0,0.035,1.2,15.9,187.0,57.75,0.02,7.7,13.3,64.0,15.0,81.30850133818439,Good,66.94018694507236,Good,46.42727272727273,Moderate,94.93849105,Excellent,92.6565503856,Excellent
DRIPSEY_020,2021,Sep,43.0,0.06,1.2,16.1,177.0,55.6,0.036,7.6,15.0,62.0,14.0,81.81939262742252,Good,37.77960606729677,Moderate,44.445454545454545,Moderate,95.191843,Excellent,93.192033612736,Excellent
DRIPSEY_020,2021,Nov,43.0,0.033,1.2,15.9,180.0,56.6,0.023,7.6,11.0,63.0,31.0,78.09094544397821,Fair,61.36580401881823,Good,45.06363636363636,Moderate,95.19676759000001,Excellent,92.9744256636,Excellent
DRIPSEY_020,2022,Feb,36.0,0.033,1.1,15.6,161.0,57.25,0.034,7.5,10.5,61.0,61.0,75.68322824490629,Fair,41.4746831745787,Fair,42.872727272727275,Moderate,95.74590479,Excellent,93.362843192176,Excellent
DRIPSEY_020,2022,Apr,41.0,0.033,1.2,17.0,176.0,58.15,0.017,7.8,10.8,60.0,18.0,81.21477913731334,Good,72.3158778439208,Good,45.25454545454546,Moderate,95.32795039,Excellent,93.133336133376,Excellent
DRIPSEY_020,2022,Jun,45.0,0.024,1.2,16.3,188.0,55.4,0.037,7.7,15.9,64.0,12.0,81.8675353407095,Good,36.62235371444838,Moderate,45.60909090909091,Moderate,95.05538012,Excellent,92.841250258944,Excellent
DRIPSEY_020,2022,Sep,34.0,0.033,1.2,19.0,181.0,58.45,0.037,7.3,13.9,60.0,29.0,77.88077533801675,Fair,36.60819628165824,Moderate,45.18181818181818,Moderate,95.84921039,Excellent,93.064193177536,Excellent
DRIPSEY_020,2022,Nov,37.0,0.026,1.2,18.4,187.0,54.85,0.032,7.3,12.1,65.0,37.0,77.96061808521712,Fair,45.26549779210488,Fair,44.63636363636363,Moderate,95.66279318,Excellent,93.065899640176,Excellent
DUNGOURNEY_020,2012,Feb,94.0,0.033,0.8,27.1,356.0,55.85,0.019,7.8,8.7,115.0,18.0,81.75936317769523,Good,68.55326803691473,Good,66.51818181818182,Fair,90.90481679,Excellent,84.554722717696,Good
DUNGOURNEY_020,2012,Mar,114.0,0.033,1.5,30.2,356.0,62.95,0.019,7.9,10.3,136.0,19.0,80.12166342878498,Good,69.08645127224355,Good,71.23636363636363,Good,89.09494779,Good,81.30866207089599,Good
DUNGOURNEY_020,2012,Jul,94.0,0.033,0.7,23.8,356.0,49.6,0.019,7.6,13.3,110.0,58.0,77.3392534701534,Fair,67.61816628882012,Good,63.872727272727275,Fair,91.06290979,Excellent,84.90484797849601,Good
DUNGOURNEY_020,2013,Feb,102.0,0.05,0.8,24.2,356.0,49.0,0.019,7.7,9.1,110.0,94.0,74.81296521474212,Fair,66.84109899839524,Good,64.45454545454545,Fair,90.4294313,Excellent,84.070705712896,Good
DUNGOURNEY_020,2013,Apr,36.0,0.032,1.2,27.4,356.0,56.9,0.019,7.8,8.2,127.0,13.0,81.50903684069269,Good,68.70327872050203,Good,61.654545454545456,Fair,95.33630276,Excellent,87.639600378304,Good
DUNGOURNEY_020,2013,Jun,128.0,0.075,0.5,29.0,356.0,55.75,0.019,7.9,13.9,152.0,16.0,81.7833551236016,Good,67.80038909529222,Good,69.78181818181818,Fair,88.05422705000001,Good,81.097922086896,Good
DUNGOURNEY_020,2013,Sep,142.0,0.02,3.9,40.3,356.0,51.9,0.019,7.9,14.1,156.0,45.0,77.91068433507927,Fair,67.97915650232032,Good,70.68181818181819,Fair,86.8408854,Good,79.02642118513602,Fair
DUNGOURNEY_020,2013,Nov,64.0,0.012,0.1,16.8,356.0,53.6,0.019,7.8,9.1,114.0,12.0,82.30562364453016,Good,68.83951479174773,Good,62.036363636363646,Fair,93.42319316,Excellent,87.295081155184,Good
DUNGOURNEY_020,2014,Feb,96.0,0.053,0.8,29.5,356.0,52.45,0.019,7.6,6.9,152.0,21.0,79.78562097730442,Fair,67.9098327554776,Good,65.60909090909091,Fair,90.60317739,Excellent,83.983291640256,Good
DUNGOURNEY_020,2014,Apr,110.0,0.02,1.0,31.8,356.0,57.65,0.019,7.87,9.9,152.0,11.0,81.3319964458198,Good,68.98666429769654,Good,69.08,Fair,89.425746,Good,82.132876789696,Good
